lead_id,lead_date,origin,locadora,region,supervisor,sdr,order_date,credit_analysis_date,approved_date,formalized_date,signed_date,stage,gmv,amount_paid,target_formalized,target_signed,is_order,is_approved,is_formalized,is_signed
L100688,2026-03-22,Inbound,Locadora A,Sudeste,Supervisor B,SDR F,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100689,2026-05-22,Inbound,Locadora A,Norte,Supervisor D,SDR B,2026-05-27,2026-05-29,2026-05-31,,,Aprovado,0.0,0.0,6,5,1,1,0,0
L100690,2026-06-30,Crossover,Locadora A,Sudeste,Supervisor C,SDR F,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100691,2026-05-24,Inbound,Locadora A,Sudeste,Supervisor B,SDR D,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100692,2026-06-18,Crossover,Locadora A,Sudeste,Supervisor D,SDR C,2026-06-22,2026-06-25,2026-06-29,,,Aprovado,0.0,0.0,6,5,1,1,0,0
L100693,2026-06-21,Inbound,Locadora A,Nordeste,Supervisor C,SDR E,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100694,2026-01-17,Farmer,Locadora A,Nordeste,Supervisor B,SDR F,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100695,2026-02-15,Inbound,Locadora A,Centro-Oeste,Supervisor D,SDR H,2026-02-18,2026-02-21,2026-02-22,,,Aprovado,0.0,0.0,6,5,1,1,0,0
L100696,2026-05-11,Inbound,Locadora A,Norte,Supervisor B,SDR D,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100697,2026-04-17,Crossover,Locadora A,Sudeste,Supervisor B,SDR B,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100698,2026-01-10,Crossover,Locadora A,Sul,Supervisor B,SDR G,2026-01-14,2026-01-15,2026-01-17,,,Aprovado,0.0,0.0,6,5,1,1,0,0
L100699,2026-01-18,Inbound,Locadora A,Sudeste,Supervisor A,SDR C,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100700,2026-04-05,C2C,Locadora A,Nordeste,Supervisor B,SDR G,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100701,2026-04-22,Inbound,Locadora A,Norte,Supervisor A,SDR G,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100702,2026-01-31,Inbound,Locadora B,Sudeste,Supervisor C,SDR A,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100703,2026-02-01,Inbound,Locadora A,Nordeste,Supervisor C,SDR D,2026-02-04,2026-02-06,2026-02-08,,,Aprovado,0.0,0.0,6,5,1,1,0,0
L100704,2026-01-24,Crossover,Locadora A,Sul,Supervisor D,SDR A,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100705,2026-04-13,Crossover,Locadora A,Sudeste,Supervisor C,SDR E,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100706,2026-01-02,Inbound,Locadora A,Sul,Supervisor A,SDR G,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100707,2026-04-14,Inbound,Locadora B,Norte,Supervisor C,SDR E,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100708,2026-03-28,Inbound,Locadora B,Sudeste,Supervisor A,SDR C,2026-04-02,2026-04-03,2026-04-06,,,Aprovado,0.0,0.0,6,5,1,1,0,0
L100709,2026-03-26,Farmer,Locadora A,Sudeste,Supervisor A,SDR H,2026-03-30,2026-04-03,,,,Análise de Crédito,0.0,0.0,6,5,1,0,0,0
L100710,2026-05-03,C2C,Locadora B,Norte,Supervisor C,SDR A,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100711,2026-04-05,Farmer,Locadora A,Sudeste,Supervisor A,SDR B,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100712,2026-05-12,C2C,Locadora B,Sudeste,Supervisor B,SDR C,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100713,2026-05-19,Farmer,Locadora B,Centro-Oeste,Supervisor D,SDR H,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100714,2026-06-16,C2C,Locadora A,Sul,Supervisor B,SDR H,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100715,2026-05-25,C2C,Locadora A,Sudeste,Supervisor C,SDR E,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100716,2026-04-04,Farmer,Locadora A,Sudeste,Supervisor B,SDR H,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100717,2026-03-31,Farmer,Locadora A,Nordeste,Supervisor A,SDR H,2026-04-02,2026-04-05,2026-04-09,2026-04-14,2026-04-15,Assinado,59742.82,51258.0,6,5,1,1,1,1
L100718,2026-02-12,C2C,Locadora B,Sul,Supervisor A,SDR E,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100719,2026-04-19,Inbound,Locadora A,Centro-Oeste,Supervisor A,SDR A,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100720,2026-01-26,Inbound,Locadora A,Nordeste,Supervisor A,SDR H,2026-01-29,2026-02-01,2026-02-03,,,Aprovado,0.0,0.0,6,5,1,1,0,0
L100721,2026-06-18,Inbound,Locadora B,Sudeste,Supervisor A,SDR F,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100722,2026-06-02,C2C,Locadora A,Nordeste,Supervisor D,SDR B,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100723,2026-01-22,Inbound,Locadora A,Centro-Oeste,Supervisor D,SDR G,2026-01-23,2026-01-24,,,,Análise de Crédito,0.0,0.0,6,5,1,0,0,0
L100724,2026-05-23,Farmer,Locadora A,Norte,Supervisor B,SDR D,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100725,2026-01-22,Farmer,Locadora B,Sudeste,Supervisor C,SDR G,2026-01-27,,,,,Pedido,0.0,0.0,6,5,1,0,0,0
L100726,2026-05-11,C2C,Locadora A,Sudeste,Supervisor A,SDR C,2026-05-14,,,,,Pedido,0.0,0.0,6,5,1,0,0,0
L100727,2026-01-16,Inbound,Locadora A,Centro-Oeste,Supervisor C,SDR A,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100728,2026-03-30,Inbound,Locadora A,Norte,Supervisor A,SDR D,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100729,2026-04-30,Farmer,Locadora B,Norte,Supervisor C,SDR D,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100730,2026-05-12,C2C,Locadora A,Sudeste,Supervisor B,SDR G,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100731,2026-03-17,C2C,Locadora A,Sul,Supervisor D,SDR A,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100732,2026-06-16,Inbound,Locadora B,Sudeste,Supervisor D,SDR H,2026-06-17,2026-06-20,2026-06-23,,,Aprovado,0.0,0.0,6,5,1,1,0,0
L100733,2026-05-21,Inbound,Locadora A,Centro-Oeste,Supervisor B,SDR B,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100734,2026-02-07,Inbound,Locadora A,Nordeste,Supervisor A,SDR H,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100735,2026-05-02,C2C,Locadora A,Nordeste,Supervisor B,SDR F,2026-05-05,2026-05-08,2026-05-09,,,Aprovado,0.0,0.0,6,5,1,1,0,0
L100736,2026-05-13,Inbound,Locadora A,Sudeste,Supervisor B,SDR C,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100737,2026-03-02,Farmer,Locadora A,Norte,Supervisor B,SDR H,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100738,2026-05-14,Farmer,Locadora A,Sudeste,Supervisor C,SDR C,2026-05-18,2026-05-20,2026-05-22,2026-05-27,2026-06-03,Assinado,48400.75,45428.46,6,5,1,1,1,1
L100739,2026-06-12,Inbound,Locadora A,Sul,Supervisor D,SDR F,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100740,2026-05-28,Inbound,Locadora A,Sul,Supervisor A,SDR A,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100741,2026-05-19,Inbound,Locadora A,Sul,Supervisor C,SDR A,2026-05-22,2026-05-24,,,,Análise de Crédito,0.0,0.0,6,5,1,0,0,0
L100742,2026-04-25,C2C,Locadora A,Centro-Oeste,Supervisor A,SDR C,2026-04-28,2026-05-01,,,,Análise de Crédito,0.0,0.0,6,5,1,0,0,0
L100743,2026-02-18,Inbound,Locadora A,Sul,Supervisor C,SDR B,2026-02-21,2026-02-22,2026-02-25,,,Aprovado,0.0,0.0,6,5,1,1,0,0
L100744,2026-05-24,Crossover,Locadora B,Sudeste,Supervisor C,SDR B,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100745,2026-03-07,Inbound,Locadora B,Sudeste,Supervisor D,SDR D,2026-03-10,2026-03-12,2026-03-13,,,Aprovado,0.0,0.0,6,5,1,1,0,0
L100746,2026-04-07,Inbound,Locadora A,Sul,Supervisor C,SDR E,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100747,2026-02-26,C2C,Locadora B,Centro-Oeste,Supervisor A,SDR B,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100748,2026-02-26,Inbound,Locadora B,Sul,Supervisor D,SDR G,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100749,2026-01-29,Inbound,Locadora A,Sudeste,Supervisor B,SDR G,2026-02-02,2026-02-04,2026-02-05,,,Aprovado,0.0,0.0,6,5,1,1,0,0
L100750,2026-06-23,Crossover,Locadora B,Sudeste,Supervisor B,SDR G,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100751,2026-01-27,Inbound,Locadora B,Nordeste,Supervisor C,SDR B,2026-01-28,2026-01-31,,,,Análise de Crédito,0.0,0.0,6,5,1,0,0,0
L100752,2026-01-16,Inbound,Locadora A,Sul,Supervisor B,SDR H,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100753,2026-06-19,Farmer,Locadora A,Sul,Supervisor D,SDR B,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100754,2026-04-11,Inbound,Locadora A,Sul,Supervisor A,SDR A,2026-04-14,2026-04-17,2026-04-19,2026-04-26,2026-04-29,Assinado,418557.56,411657.65,6,5,1,1,1,1
L100755,2026-03-21,Inbound,Locadora A,Sudeste,Supervisor A,SDR F,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100756,2026-05-14,Inbound,Locadora A,Sudeste,Supervisor D,SDR G,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100757,2026-03-11,Inbound,Locadora A,Sudeste,Supervisor B,SDR B,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100758,2026-01-24,C2C,Locadora A,Centro-Oeste,Supervisor D,SDR D,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100759,2026-05-13,Inbound,Locadora A,Sudeste,Supervisor D,SDR D,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100760,2026-02-01,C2C,Locadora B,Sudeste,Supervisor D,SDR F,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100761,2026-04-11,Inbound,Locadora A,Norte,Supervisor C,SDR E,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100762,2026-06-21,Crossover,Locadora A,Sudeste,Supervisor C,SDR E,2026-06-22,,,,,Pedido,0.0,0.0,6,5,1,0,0,0
L100763,2026-06-19,Inbound,Locadora A,Sul,Supervisor C,SDR A,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100764,2026-03-07,Crossover,Locadora A,Sudeste,Supervisor C,SDR H,2026-03-12,2026-03-14,,,,Análise de Crédito,0.0,0.0,6,5,1,0,0,0
L100765,2026-05-22,Farmer,Locadora A,Sudeste,Supervisor B,SDR E,2026-05-27,2026-05-30,2026-06-03,,,Aprovado,0.0,0.0,6,5,1,1,0,0
L100766,2026-04-21,Inbound,Locadora A,Sudeste,Supervisor D,SDR F,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100767,2026-03-28,Inbound,Locadora A,Nordeste,Supervisor A,SDR D,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100768,2026-01-26,Inbound,Locadora A,Sul,Supervisor B,SDR B,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100769,2026-03-10,Inbound,Locadora A,Centro-Oeste,Supervisor B,SDR F,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100770,2026-04-28,C2C,Locadora A,Norte,Supervisor D,SDR C,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100771,2026-06-28,C2C,Locadora A,Sudeste,Supervisor B,SDR B,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100772,2026-01-01,Inbound,Locadora A,Centro-Oeste,Supervisor A,SDR E,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100773,2026-05-10,Farmer,Locadora A,Sudeste,Supervisor D,SDR C,2026-05-15,2026-05-16,,,,Análise de Crédito,0.0,0.0,6,5,1,0,0,0
L100774,2026-06-03,Farmer,Locadora B,Sudeste,Supervisor B,SDR H,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100775,2026-06-22,Inbound,Locadora A,Nordeste,Supervisor C,SDR F,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100776,2026-03-18,Inbound,Locadora A,Sudeste,Supervisor D,SDR C,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100777,2026-01-22,Crossover,Locadora A,Norte,Supervisor D,SDR A,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100778,2026-02-19,Farmer,Locadora A,Sul,Supervisor B,SDR C,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100779,2026-06-03,C2C,Locadora B,Sudeste,Supervisor A,SDR A,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100780,2026-06-08,Crossover,Locadora A,Sudeste,Supervisor D,SDR B,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100781,2026-04-26,C2C,Locadora A,Sul,Supervisor B,SDR C,2026-04-27,2026-04-30,,,,Análise de Crédito,0.0,0.0,6,5,1,0,0,0
L100782,2026-01-23,C2C,Locadora A,Sul,Supervisor D,SDR F,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100783,2026-01-23,Inbound,Locadora A,Sudeste,Supervisor D,SDR A,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100784,2026-03-28,Inbound,Locadora A,Sul,Supervisor B,SDR B,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100785,2026-04-17,C2C,Locadora A,Sudeste,Supervisor A,SDR A,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100786,2026-01-06,C2C,Locadora A,Norte,Supervisor B,SDR H,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100787,2026-05-05,Crossover,Locadora A,Sudeste,Supervisor A,SDR H,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100788,2026-04-09,Inbound,Locadora A,Sul,Supervisor B,SDR C,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100789,2026-01-03,Inbound,Locadora B,Nordeste,Supervisor B,SDR D,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100790,2026-01-18,Inbound,Locadora A,Centro-Oeste,Supervisor C,SDR C,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100791,2026-03-24,Inbound,Locadora A,Nordeste,Supervisor A,SDR E,2026-03-28,2026-03-30,,,,Análise de Crédito,0.0,0.0,6,5,1,0,0,0
L100792,2026-05-11,Crossover,Locadora A,Norte,Supervisor D,SDR E,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100793,2026-05-30,Crossover,Locadora A,Sudeste,Supervisor A,SDR C,2026-06-02,2026-06-04,2026-06-07,2026-06-13,2026-06-21,Assinado,150646.36,135029.22,6,5,1,1,1,1
L100794,2026-03-20,Inbound,Locadora A,Sudeste,Supervisor D,SDR F,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100795,2026-02-23,Inbound,Locadora A,Centro-Oeste,Supervisor B,SDR A,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100796,2026-06-25,Inbound,Locadora A,Sudeste,Supervisor B,SDR F,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100797,2026-03-24,Farmer,Locadora A,Centro-Oeste,Supervisor D,SDR G,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100798,2026-02-27,Inbound,Locadora A,Sudeste,Supervisor C,SDR A,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100799,2026-03-22,Inbound,Locadora A,Nordeste,Supervisor A,SDR F,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100800,2026-01-03,Crossover,Locadora A,Centro-Oeste,Supervisor C,SDR F,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100801,2026-02-24,Inbound,Locadora A,Sul,Supervisor C,SDR H,2026-02-26,2026-02-28,2026-03-04,2026-03-10,2026-03-18,Assinado,95461.59,82494.77,6,5,1,1,1,1
L100802,2026-04-04,Inbound,Locadora A,Sudeste,Supervisor D,SDR G,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100803,2026-06-16,Inbound,Locadora A,Norte,Supervisor C,SDR A,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100804,2026-05-14,Crossover,Locadora A,Centro-Oeste,Supervisor D,SDR A,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100805,2026-05-22,Crossover,Locadora B,Nordeste,Supervisor C,SDR B,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100806,2026-04-09,Inbound,Locadora A,Nordeste,Supervisor A,SDR E,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100807,2026-01-21,Inbound,Locadora A,Sudeste,Supervisor C,SDR F,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100808,2026-03-12,C2C,Locadora A,Sudeste,Supervisor D,SDR F,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100809,2026-06-30,Farmer,Locadora B,Sudeste,Supervisor A,SDR C,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100810,2026-01-08,Inbound,Locadora A,Centro-Oeste,Supervisor B,SDR B,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100811,2026-06-09,Crossover,Locadora A,Sul,Supervisor A,SDR A,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100812,2026-05-04,Inbound,Locadora A,Sudeste,Supervisor D,SDR C,2026-05-09,2026-05-10,2026-05-13,2026-05-19,2026-05-25,Assinado,57027.48,48605.05,6,5,1,1,1,1
L100813,2026-02-21,Crossover,Locadora A,Norte,Supervisor C,SDR C,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100814,2026-05-21,Inbound,Locadora B,Sudeste,Supervisor C,SDR C,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100815,2026-06-01,Inbound,Locadora A,Centro-Oeste,Supervisor D,SDR A,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100816,2026-01-08,Inbound,Locadora A,Sul,Supervisor D,SDR C,2026-01-10,2026-01-13,2026-01-17,,,Aprovado,0.0,0.0,6,5,1,1,0,0
L100817,2026-01-20,Inbound,Locadora A,Sudeste,Supervisor B,SDR G,2026-01-25,2026-01-29,2026-02-02,,,Aprovado,0.0,0.0,6,5,1,1,0,0
L100818,2026-05-01,Inbound,Locadora A,Sudeste,Supervisor D,SDR B,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100819,2026-06-30,C2C,Locadora B,Centro-Oeste,Supervisor B,SDR H,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100820,2026-01-05,Farmer,Locadora B,Centro-Oeste,Supervisor D,SDR A,2026-01-08,2026-01-11,2026-01-13,2026-01-20,2026-01-28,Assinado,68976.97,69050.31,6,5,1,1,1,1
L100821,2026-05-01,Inbound,Locadora B,Sudeste,Supervisor D,SDR F,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100822,2026-01-25,Inbound,Locadora A,Sul,Supervisor A,SDR A,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100823,2026-04-28,Crossover,Locadora A,Sul,Supervisor D,SDR D,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100824,2026-04-23,Farmer,Locadora A,Sudeste,Supervisor C,SDR H,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100825,2026-01-17,Inbound,Locadora A,Sul,Supervisor D,SDR G,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100826,2026-05-04,Inbound,Locadora B,Sudeste,Supervisor A,SDR E,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100827,2026-06-12,Inbound,Locadora A,Nordeste,Supervisor C,SDR F,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100828,2026-06-06,C2C,Locadora A,Centro-Oeste,Supervisor A,SDR F,2026-06-08,2026-06-09,2026-06-12,,,Aprovado,0.0,0.0,6,5,1,1,0,0
L100829,2026-01-06,Inbound,Locadora A,Sudeste,Supervisor D,SDR G,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100830,2026-02-14,Inbound,Locadora B,Nordeste,Supervisor D,SDR E,2026-02-16,2026-02-18,2026-02-19,2026-02-22,,Formalizado,47438.66,0.0,6,5,1,1,1,0
L100831,2026-02-13,Inbound,Locadora A,Sudeste,Supervisor C,SDR E,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100832,2026-03-24,Inbound,Locadora A,Norte,Supervisor A,SDR A,2026-03-26,2026-03-27,2026-03-30,,,Aprovado,0.0,0.0,6,5,1,1,0,0
L100833,2026-01-26,Inbound,Locadora A,Sul,Supervisor C,SDR H,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100834,2026-06-04,Inbound,Locadora B,Sudeste,Supervisor B,SDR E,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100835,2026-05-21,Inbound,Locadora A,Centro-Oeste,Supervisor D,SDR C,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100836,2026-05-27,Inbound,Locadora A,Sudeste,Supervisor A,SDR B,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100837,2026-02-05,Crossover,Locadora A,Nordeste,Supervisor B,SDR E,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100838,2026-01-03,Farmer,Locadora B,Norte,Supervisor B,SDR G,2026-01-08,2026-01-10,2026-01-13,,,Aprovado,0.0,0.0,6,5,1,1,0,0
L100839,2026-06-14,Inbound,Locadora B,Centro-Oeste,Supervisor D,SDR G,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100840,2026-02-22,Inbound,Locadora A,Sul,Supervisor B,SDR H,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100841,2026-04-29,Inbound,Locadora A,Sul,Supervisor D,SDR H,2026-05-04,2026-05-06,,,,Análise de Crédito,0.0,0.0,6,5,1,0,0,0
L100842,2026-06-14,Inbound,Locadora A,Sudeste,Supervisor D,SDR E,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100843,2026-01-07,Inbound,Locadora A,Sudeste,Supervisor C,SDR H,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100844,2026-01-01,C2C,Locadora A,Norte,Supervisor A,SDR A,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100845,2026-01-01,Inbound,Locadora A,Sudeste,Supervisor A,SDR D,2026-01-02,2026-01-05,,,,Análise de Crédito,0.0,0.0,6,5,1,0,0,0
L100846,2026-01-29,Farmer,Locadora B,Sudeste,Supervisor A,SDR D,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100847,2026-01-10,Inbound,Locadora A,Sudeste,Supervisor D,SDR F,2026-01-14,2026-01-15,2026-01-16,,,Aprovado,0.0,0.0,6,5,1,1,0,0
L100848,2026-05-29,Inbound,Locadora A,Norte,Supervisor C,SDR C,2026-05-31,2026-06-03,2026-06-06,2026-06-09,,Formalizado,46426.23,0.0,6,5,1,1,1,0
L100849,2026-04-20,Inbound,Locadora A,Norte,Supervisor B,SDR C,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100850,2026-06-27,Inbound,Locadora A,Sudeste,Supervisor C,SDR H,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100851,2026-05-26,Inbound,Locadora A,Sudeste,Supervisor C,SDR F,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100852,2026-06-24,Inbound,Locadora A,Nordeste,Supervisor D,SDR F,2026-06-25,2026-06-27,,,,Análise de Crédito,0.0,0.0,6,5,1,0,0,0
L100853,2026-02-13,Inbound,Locadora A,Sudeste,Supervisor A,SDR B,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100854,2026-02-22,Inbound,Locadora A,Norte,Supervisor A,SDR E,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100855,2026-06-03,Inbound,Locadora A,Nordeste,Supervisor D,SDR D,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100856,2026-02-14,Farmer,Locadora A,Centro-Oeste,Supervisor B,SDR E,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100857,2026-01-11,Inbound,Locadora A,Sudeste,Supervisor D,SDR H,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100858,2026-05-02,Inbound,Locadora A,Centro-Oeste,Supervisor D,SDR C,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100859,2026-05-25,Crossover,Locadora A,Norte,Supervisor A,SDR G,2026-05-26,2026-05-28,2026-05-30,,,Aprovado,0.0,0.0,6,5,1,1,0,0
L100860,2026-06-25,Inbound,Locadora A,Sudeste,Supervisor B,SDR F,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100861,2026-06-17,Crossover,Locadora A,Nordeste,Supervisor C,SDR D,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100862,2026-01-22,Inbound,Locadora A,Sudeste,Supervisor A,SDR H,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100863,2026-05-20,Inbound,Locadora B,Norte,Supervisor D,SDR B,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100864,2026-06-03,C2C,Locadora A,Centro-Oeste,Supervisor A,SDR F,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100865,2026-05-07,Inbound,Locadora A,Sudeste,Supervisor A,SDR D,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100866,2026-05-29,Inbound,Locadora A,Sul,Supervisor C,SDR F,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100867,2026-06-01,Inbound,Locadora B,Sudeste,Supervisor A,SDR B,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100868,2026-03-22,Inbound,Locadora A,Sudeste,Supervisor C,SDR F,2026-03-27,,,,,Pedido,0.0,0.0,6,5,1,0,0,0
L100869,2026-01-08,Inbound,Locadora B,Nordeste,Supervisor B,SDR A,2026-01-11,2026-01-13,2026-01-14,,,Aprovado,0.0,0.0,6,5,1,1,0,0
L100870,2026-03-24,Inbound,Locadora A,Sudeste,Supervisor B,SDR C,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100871,2026-02-06,Inbound,Locadora B,Norte,Supervisor D,SDR H,2026-02-10,2026-02-12,2026-02-13,2026-02-19,2026-02-27,Assinado,68773.44,57623.87,6,5,1,1,1,1
L100872,2026-01-21,Crossover,Locadora A,Sudeste,Supervisor A,SDR F,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100873,2026-01-23,Crossover,Locadora A,Centro-Oeste,Supervisor B,SDR D,2026-01-26,2026-01-27,2026-01-28,2026-01-31,2026-02-07,Assinado,40541.38,38110.13,6,5,1,1,1,1
L100874,2026-05-07,C2C,Locadora A,Norte,Supervisor A,SDR C,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
